Robot,Distance [m],Levels,Cargo [kg],Elevation [m],Battery Level,Time of Day [h],Battery Error,Energy [kJ]
R1,137.85,3,3.72,12,0.9782435857348786,20.86,0,5.027
R2,63.82,4,2.3,16,0.6417525841139353,13.69,0,4.15196
R1,110.09,2,8.36,8,0.34518521296988613,19.73,0,4.50331
R2,344.43,2,1.61,8,0.2094572873093864,10.61,0,17.61868
R1,121.01,2,3.75,8,0.5100457794848585,10.75,0,9.36201
R1,123.61,4,1.2,16,0.9504211746126338,5.96,0,4.15118
R2,248.87,3,1.84,12,0.5351442135799459,9.02,0,13.11262
R2,156.0,2,4.66,8,0.385344418373734,7.73,0,5.64067
R2,227.74,3,2.16,12,0.8740575426176745,15.99,0,12.43024
R2,166.48,4,4.87,16,0.24367688516307184,2.13,0,6.51711
R2,102.28,2,4.34,8,0.7139271210153817,21.48,0,3.78296
R1,234.74,4,5.0,16,0.9422850912442409,19.14,0,8.31081
R1,63.15,2,2.88,8,0.6730441803583971,15.32,0,5.11592
R2,124.48,4,4.1,16,0.6883640018444157,14.73,0,8.09952
R1,175.12,2,1.51,8,0.9772260707511968,18.39,0,5.33407
R2,141.79,2,5.65,8,0.6510657156147532,19.18,0,5.55127
R1,169.93,4,6.56,16,0.6912796597923301,8.4,0,6.70695
R2,90.05,4,1.61,16,0.892319215398452,23.54,0,2.86067
R2,285.26,2,0.0,8,0.47871230973888623,4.09,0,4.99493
R2,85.54,3,6.56,12,0.70604971249945,4.35,0,4.04415
R2,160.41,4,0.0,16,0.5316751751918196,12.02,0,7.86065
R2,149.99,2,1.48,8,0.3581229493575564,2.22,0,3.59642
R2,142.32,2,4.44,8,0.5263739071167063,10.28,0,8.94917
R1,193.05,3,3.61,12,0.9594699847894608,23.85,0,6.38684
R2,138.89,3,5.53,12,0.25746261911931456,11.69,0,9.47891
R1,145.2,4,0.68,16,0.6292882702461262,8.01,0,4.63497
R1,160.43,4,6.16,16,0.6145056367315991,11.93,0,13.60793
R1,322.93,2,1.25,8,0.5632265475620464,18.08,0,8.91337
R2,304.57,1,3.16,4,0.17479542136929005,10.65,0,17.49338
R2,284.51,3,0.9,12,0.25253998349225026,10.29,0,13.80512
R2,194.98,2,6.43,8,0.9114562761686797,23.58,0,8.03478
R2,100.83,4,6.06,16,0.5103920008181846,4.89,0,4.72846
R2,105.62,2,5.15,8,0.8645470470679626,7.74,0,4.20472
R1,198.77,5,5.61,20,0.8769633241457807,20.23,0,7.48355
R2,293.89,3,6.81,12,0.7686087188529026,19.12,0,12.58715
R1,306.73,3,2.24,12,0.5182656246068338,4.29,0,9.22968
R1,200.78,4,0.82,16,0.7612748801769709,15.94,0,15.18029
R2,102.73,1,4.13,4,0.54806388784403,12.54,0,6.35128
R1,51.38,4,1.43,16,0.877765514620934,1.82,0,2.41335
R2,231.19,4,2.8,16,0.764352405298116,20.45,0,6.91853
R1,142.5,4,0.0,16,0.7883270573964987,7.67,0,4.61467
R2,214.48,4,5.2,16,0.7863631950159817,19.05,0,8.17154
R1,406.86,5,0.0,20,0.8493479386650638,18.2,0,11.07003
R1,243.6,4,0.36,16,0.3640805514212119,21.73,0,7.11129
R2,66.69,2,0.21,8,0.7141986965504504,7.86,0,1.55974
R1,208.85,3,8.51,12,0.493402002542519,9.52,0,17.35108
R2,199.34,3,7.14,12,0.15862573620721587,23.62,0,9.12752
R1,170.5,4,6.92,16,0.5080434367757428,2.23,0,6.62869
R2,138.19,4,3.58,16,0.686445570370108,17.81,0,5.01071
R2,390.93,4,3.75,16,0.5142849194702019,14.57,0,23.43762
R1,173.15,4,3.65,16,0.6734306593197801,5.3,0,6.13681
R2,168.74,2,4.74,8,0.957369893598734,11.31,0,10.66089
R2,215.92,2,0.68,8,0.7942725686584735,0.85,0,4.35646
R2,152.65,0,2.4,0,0.4172678689474538,9.72,0,8.11008
R1,396.88,3,0.67,12,0.5720743613361223,20.88,0,10.78199
R2,126.81,3,1.27,12,0.4218275707742296,14.17,0,6.92743
R2,255.52,4,0.88,16,0.7649573678237593,20.85,0,5.65993
R1,175.33,3,0.0,12,0.8838143823864886,2.82,0,5.16724
R1,131.04,4,2.11,16,0.39996176009805773,16.14,0,10.58081
R1,298.6,2,1.11,8,0.601846353812263,12.75,0,21.46227
R1,145.97,3,2.9,12,0.3930232341508336,5.65,0,4.76125
R2,136.95,4,0.0,16,0.6749115732487965,19.74,0,2.87724
R2,171.04,3,3.82,12,0.36539195996943297,22.41,0,5.77097
R1,73.57,3,1.58,12,0.6104135510994431,17.36,0,2.46644
R2,289.65,3,3.87,12,0.8053712281283256,19.31,0,9.30743
R1,119.92,6,3.51,24,0.6099608801136845,7.71,0,5.06679
R2,153.08,2,3.39,8,0.8883639224659311,16.22,0,8.7991
R1,226.4,2,7.96,8,0.6938591996108163,7.55,0,8.67303
R2,179.87,3,4.62,12,0.9808010330860703,21.34,0,6.5995
R1,221.8,4,0.0,16,0.920333888521553,8.02,0,6.29245
R2,127.75,2,1.12,8,0.6905063879887392,9.48,0,6.57626
R1,361.41,3,4.08,12,0.8632023160588161,11.14,0,27.36649
R1,81.28,3,1.4,12,0.36864695995437446,9.88,0,6.56371
R1,174.77,1,1.22,4,0.6124173740842311,13.66,0,12.54891
R1,125.97,4,0.5,16,0.3528533075856237,1.5,0,4.20594
R1,360.75,5,5.1,20,0.934151037042118,13.52,0,28.23374
R2,179.31,3,2.51,12,0.538289838973923,12.83,0,10.11032
R2,130.35,2,0.0,8,0.34158722279075693,17.81,0,2.54652
R1,170.88,3,1.66,12,0.6695447340671425,23.27,0,5.31686
R1,219.24,1,4.36,4,0.9432812738489496,23.6,0,7.01184
R1,243.69,2,0.0,8,0.10434031152595602,6.6,0,6.58221
R1,122.32,2,1.85,8,0.700354535618599,1.54,0,3.79296
R1,140.33,3,0.51,12,0.6455568906151965,19.05,0,4.32089
R2,219.64,4,3.95,16,0.47860715030600787,11.77,0,13.26922
R2,111.77,0,5.96,0,0.6596119014185522,8.76,0,4.35729
R1,276.93,4,0.33,16,0.6195520792643695,0.94,0,7.98439
R2,263.86,2,1.15,8,0.8490790654495738,4.83,0,5.78176
R2,211.99,4,1.59,16,0.7909704347188168,0.83,0,5.30559
R1,281.1,4,4.56,16,0.894447767093125,19.6,0,9.68886
R2,269.74,1,0.81,4,0.6017507751830194,7.47,0,5.38818
R1,152.72,2,2.97,8,0.8929167099001587,18.39,0,4.87337
R2,134.7,3,1.78,12,0.4841200490895601,10.78,0,7.34769
R1,92.12,1,1.15,4,0.47196695096090535,3.87,0,2.71112
R1,208.59,2,0.0,8,0.928577121348938,0.36,0,5.50311
R2,142.03,2,0.56,8,0.9253257392421442,15.06,0,6.92482
R1,72.53,1,1.87,4,0.7489952527133221,17.14,0,2.20739
R1,308.33,5,1.98,20,0.8172268570253969,1.14,0,9.62832
R1,101.58,4,2.66,16,0.9558183784002995,11.56,0,8.35268
R1,259.15,3,1.95,12,0.681969173676136,0.82,0,7.79867
R2,230.71,2,0.0,8,0.4303838011627714,0.94,0,4.15652
R2,119.1,4,0.45,16,0.574847591161392,2.2,0,2.90899
R2,206.31,3,3.11,12,0.8597883031824982,3.15,0,6.13718
R2,193.46,3,4.32,12,0.7950524598107389,22.78,0,6.66501
R1,80.31,2,2.59,8,0.8669710591021476,18.94,0,2.71557
R1,304.48,2,3.12,8,0.801140018753722,12.34,0,23.16928
R1,63.66,5,3.22,20,0.5700688850996597,12.23,0,5.93245
R1,336.35,3,4.99,12,0.6991357599428564,22.31,0,11.36088
R1,168.9,4,6.37,16,0.3550786649424701,3.1,0,6.71442
R1,226.86,3,3.12,12,0.3532872529437817,7.92,0,7.41299
R1,171.27,4,1.34,16,0.6936846158014767,9.04,0,12.94765
R1,254.46,2,3.29,8,0.8900382026781272,20.34,0,8.05094
R1,208.29,2,2.15,8,0.9208103343222462,21.1,0,6.19679
R2,87.59,3,9.69,12,0.7101093007220504,1.43,0,5.18963
R2,138.28,3,4.05,12,0.6261274629392002,4.32,0,4.93217
R2,172.92,3,1.69,12,0.4166287533012849,3.3,0,4.36734
R2,73.71,3,0.0,12,0.8081112678446738,12.01,0,3.98024
R2,163.16,1,2.94,4,0.7474459606248312,4.07,0,4.73479
R2,111.61,2,2.59,8,0.7280871029671323,22.99,0,3.27418
R1,161.1,2,3.22,8,0.6124903481866111,20.41,0,5.17817
R2,288.85,2,0.39,8,0.8161234372410766,15.01,0,13.49433
R1,203.95,3,1.68,12,0.663428828059969,17.01,0,6.13173
R2,87.1,4,0.0,16,0.152968111632784,2.56,0,2.08881
R1,357.69,3,0.85,12,0.8313832430065167,21.29,0,9.96041
R1,151.79,4,2.58,16,0.06819877799421659,5.18,0,6.78016
R2,131.42,3,3.13,12,0.25710078644635903,0.28,0,4.25938
R1,166.72,2,0.0,8,0.7977394260737172,7.53,0,4.61545
R1,191.42,4,4.42,16,0.13291215101164777,19.75,0,6.82696
R1,167.19,3,7.17,12,0.44767779065912916,10.78,0,14.0691
R1,102.45,3,1.52,12,0.6749625916975842,16.78,0,7.9557
R1,250.42,3,3.23,12,0.5526690680140771,15.36,0,19.41627
R1,98.64,2,2.74,8,0.9190717190489166,15.52,0,7.79353
R2,179.06,5,1.91,20,0.9767870313234185,4.96,0,5.10777
R1,359.85,4,3.34,16,0.7279048451646193,14.39,0,27.54498
R2,174.23,2,3.4,8,0.304666876846027,18.59,0,5.35878
R1,87.56,2,1.55,8,0.8014632616887817,14.54,0,6.84056
R1,139.06,3,3.63,12,0.5136664254112622,2.05,0,4.97997
R2,278.84,6,2.06,24,0.6999905314374648,1.56,0,7.65391
R1,186.68,3,0.0,12,0.7378645585912146,22.32,0,5.09571
R1,358.65,3,5.74,12,0.2789790425278378,2.66,0,12.06511
R1,128.96,3,0.0,12,0.7747776551414054,9.99,0,9.78975
R1,86.7,2,1.13,8,0.637933886055003,12.65,0,6.95568
R2,364.39,2,5.02,8,0.3957146936956819,4.64,0,13.08117
R2,194.93,4,4.36,16,0.8098094057778448,1.39,0,6.98714
R2,277.1,3,2.94,12,0.5073426202896476,14.16,0,15.85655
R1,244.58,3,3.48,12,0.3734989877152819,7.54,0,7.88017
R2,280.36,3,3.49,12,0.4602750852336426,14.83,0,16.4344
R2,159.22,2,3.61,8,0.6301841780567015,22.9,0,4.98576
R2,320.73,4,4.48,16,0.8218240164581905,5.95,0,11.17741
R1,59.85,1,5.94,4,0.5536717053683098,7.11,0,2.22778
R1,185.63,3,1.8,12,0.6362532851752513,21.0,0,5.67853
R2,199.81,3,2.34,12,0.5710223865098427,22.04,0,5.39921
R2,214.02,3,2.24,12,0.6790619203771071,17.43,0,5.67641
R2,205.22,2,0.0,8,0.6904731677391628,6.68,0,3.74848
R2,116.0,4,5.51,16,0.7733599364355419,10.75,0,8.04614
R1,209.14,2,4.14,8,0.3558376857796548,16.04,0,16.24683
R1,235.11,1,1.58,4,0.2552478983590939,16.86,0,17.16377
R2,145.71,3,3.2,12,0.45151413434866317,14.94,0,8.68782
R1,251.4,3,4.77,12,0.5983977122110467,11.61,0,20.25567
R1,231.05,5,4.62,20,0.7748644186887877,9.48,0,18.74361
R2,145.07,2,0.0,8,0.41068788613651097,18.49,0,2.90316
R1,167.93,3,4.87,12,0.38965080512367223,17.08,0,6.02004
R1,63.1,3,3.91,12,0.4375894409869945,11.99,0,5.56095
R1,289.03,3,4.43,12,0.7357479664868971,19.79,0,9.64111
R1,200.75,4,4.41,16,0.19521481590624934,8.81,0,7.24021
R2,359.86,2,6.63,8,0.7978865223903979,5.77,0,14.62505
R1,150.06,4,0.0,16,0.4862973253371211,13.89,0,11.49354
R1,242.28,4,2.81,16,0.2884941769609558,6.06,0,7.94397
R2,109.86,4,2.58,16,0.778366611785493,9.02,0,6.46633
R2,271.99,1,0.35,4,0.2890342281387893,21.42,0,4.97055
R1,348.76,3,5.47,12,0.5694595980248066,16.16,0,27.85911
R1,119.78,3,4.6,12,0.71979454681052,6.96,0,4.58543
R1,176.94,3,5.7,12,0.9032023953849933,17.34,0,6.44051
R2,386.3,6,2.04,24,0.4549823678562338,23.95,0,10.1249
R1,195.69,4,5.42,16,0.6089191758370434,19.59,0,7.30902
R1,311.86,2,0.29,8,0.8541586502638903,4.28,0,8.03355
R2,60.63,2,3.33,8,0.28428264292216676,6.85,0,2.11672
R2,124.93,4,6.14,16,0.625615289291864,4.39,0,5.47231
R1,156.77,1,5.56,4,0.262950541372974,12.05,0,12.26169
R1,165.61,2,2.9,8,0.4856122090972316,18.54,0,5.42316
R1,158.23,2,0.91,8,0.6331580212749759,17.63,0,4.5207
R2,221.97,2,4.09,8,0.7604589806030765,1.14,0,7.26522
R2,242.47,4,3.7,16,0.8353850786607677,13.59,0,14.52308
R1,117.71,3,7.26,12,0.8985866123199318,8.28,0,4.82069
R2,200.43,3,0.0,12,0.6512847352000493,9.12,0,9.31914
R2,126.07,4,2.77,16,0.8785461184472365,0.33,0,4.22171
R1,93.01,1,3.02,4,0.555533184843393,11.15,0,7.24812
R1,217.41,3,3.37,12,0.5718776948431175,1.39,0,7.03078
R2,401.33,3,4.61,12,0.8026412877450921,2.22,0,13.64515
R1,155.16,3,3.04,12,0.2976480129736442,17.56,0,5.20275
R2,306.78,4,3.05,16,0.7089890535800834,5.57,0,9.01622
R2,178.61,4,0.0,16,0.6747342900728339,10.99,0,8.56936
R1,170.78,3,0.88,12,0.9408157516305654,10.77,0,12.82615
R1,380.07,4,2.82,16,0.49860856454658153,0.44,0,11.99741
R1,103.59,4,0.61,16,0.8659118172268764,21.07,0,3.6428
R2,147.28,1,5.01,4,0.5925843855479984,19.45,0,5.18728
R2,133.12,2,7.17,8,0.5773002714232579,20.17,0,5.90819
R2,93.74,2,0.0,8,0.8848266416101531,7.03,0,1.87637
R2,243.76,4,4.91,16,0.5584984675848148,8.54,0,8.85144
R2,202.44,4,5.87,16,0.934788355521581,1.28,0,8.30779
R1,202.24,4,6.9,16,0.3258977997593262,3.89,0,8.00162
R2,275.93,2,2.4,8,0.9136855493600752,9.5,0,14.94634
R2,204.23,5,1.19,20,0.6817966958847708,13.9,0,10.78454
R2,105.99,3,2.75,12,0.40747455938784805,11.93,0,6.3554
R2,377.44,4,4.2,16,0.723675635124693,4.92,0,12.87166
R2,160.29,4,2.02,16,0.6425013159312837,15.94,0,8.94135
R1,157.26,4,1.57,16,0.3143944672268899,10.3,0,12.08187
R2,69.6,4,0.45,16,0.5745628644381906,3.43,0,2.11083
R1,162.75,3,3.27,12,0.31016608856386285,1.69,0,5.51603
R2,72.83,2,0.0,8,0.857803009089505,8.17,0,1.63139
R2,86.93,2,6.89,8,0.783254019777103,6.61,0,3.93377
R2,172.57,3,5.69,12,0.4001389857340276,2.47,0,6.87765
R2,390.42,2,1.87,8,0.6285769462759412,2.8,0,9.37355
R1,139.12,4,2.32,16,0.6204806903357728,22.49,0,4.87891
R2,204.13,4,0.0,16,0.8266689766379709,0.24,0,4.04838
R2,307.42,2,2.8,8,0.5821767861298226,9.53,0,16.99191
R1,139.55,3,1.6,12,0.37404120955643627,2.71,0,4.65405
R1,256.68,4,4.81,16,0.28143195001849697,19.96,0,8.81425
R2,85.79,3,4.58,12,0.6449034962652473,6.72,0,3.53167
R2,60.93,3,6.77,12,0.6775730689207036,7.11,0,3.00566
R1,181.89,2,0.5,8,0.9589986009835048,22.5,0,5.12577
R1,188.28,2,4.23,8,0.6462978760174782,11.04,0,14.70495
R1,145.31,2,6.17,8,0.7279103626781862,1.43,0,5.49524
R2,137.46,4,6.15,16,0.5439334731098997,0.14,0,6.11312
R1,153.8,4,0.73,16,0.40567329967272214,17.88,0,4.89059
R1,328.06,0,2.07,0,0.5995295404256149,8.25,0,8.81454
R1,186.94,4,1.5,16,0.8461668867431831,6.7,0,5.91513
R1,208.21,3,1.32,12,0.6911935572452813,10.47,0,15.71938
R1,228.33,3,1.13,12,0.7495519785497603,7.03,0,6.64794
R1,185.81,2,0.0,8,0.3605818364599268,20.03,0,4.9468
R2,196.01,3,1.87,12,0.7372999513903908,23.7,0,5.24137
R1,114.19,4,3.25,16,0.16970210139202146,11.61,0,9.25364
R1,228.52,3,0.69,12,0.18996097799210088,14.82,0,16.78421
R2,244.1,2,3.4,8,0.5604389345616432,8.9,0,7.32926
R1,74.98,3,3.27,12,0.7938383262885946,20.5,0,2.7913
R1,119.89,4,0.96,16,0.8851351399394313,2.13,0,4.02347
R1,272.34,5,8.72,20,0.29486268552834183,21.07,0,11.06102
R2,79.62,3,5.64,12,0.570962614497681,16.66,0,5.66492
R1,150.33,2,0.73,8,0.9158954900300005,18.03,0,4.45513
R1,92.44,2,5.04,8,0.7590915782151461,7.03,0,3.35498
R2,173.27,2,0.0,8,0.9756764009396057,1.11,0,3.0785
R2,120.13,3,3.83,12,0.7620491387715498,4.38,0,4.07383
R2,100.15,4,0.0,16,0.6827626580132956,8.58,0,2.53622
R2,149.28,4,4.06,16,0.2685152768818634,22.96,0,5.35568
R1,347.2,4,0.87,16,0.8280910199017919,1.1,0,9.83872
R1,92.15,4,1.72,16,0.5487707149882184,14.03,0,7.63751
R1,113.83,0,2.54,0,0.3221363472457657,18.29,0,3.4224
R1,189.26,3,5.92,12,0.655006223706236,1.06,0,7.04744
R1,107.78,3,3.49,12,0.7074298968705497,19.7,0,3.84998
R2,249.29,2,2.58,8,0.588837591865506,11.55,0,13.85238
R1,318.02,1,1.28,4,0.6821871779806454,14.45,0,23.16957
R1,205.16,4,1.38,16,0.13348117186638342,3.63,0,6.30313
R2,84.67,3,7.38,12,0.45321882760914145,13.91,0,6.66114
R2,344.7,3,2.12,12,0.3189656502015926,18.8,0,8.67146
R1,123.38,3,2.61,12,0.18276927794423514,12.19,0,9.73649
R1,175.22,2,3.49,8,0.48399787155607876,21.11,0,5.7824
R1,104.42,3,3.17,12,0.7566766225504359,4.74,0,3.80987
R2,387.43,2,4.74,8,0.7072804400016559,13.04,0,24.36785
R2,121.83,2,2.35,8,0.8862669948507308,15.06,0,6.71053
R1,110.6,2,0.47,8,0.6653129506821711,18.37,0,3.20421
R1,82.46,2,0.0,8,0.7024612952998512,6.25,0,2.54669
R1,261.66,2,1.63,8,0.4274448571993287,8.12,0,7.40262
R1,150.46,4,8.04,16,0.7297307610397745,1.69,0,6.49052
R1,192.96,3,0.0,12,0.5128167816250545,16.59,0,13.91298
R2,353.17,4,2.28,16,0.8038023536426441,15.02,0,19.32098
R1,207.44,2,1.83,8,0.6807518965023402,5.18,0,6.11838
R1,203.04,3,1.71,12,0.42605225354350795,15.33,0,15.07981
R1,223.99,4,0.0,16,0.6120206080968171,23.38,0,6.49501
R2,207.03,5,3.61,20,0.36414570067853047,4.43,0,6.83514
R2,90.54,3,1.37,12,0.24300226765635913,19.33,0,2.58783
R1,154.11,2,2.27,8,0.5884687736167697,4.21,0,4.69274
R2,98.8,1,5.21,4,0.6360857518007358,11.65,0,6.41077
R1,86.58,3,2.8,12,0.7326345341941074,19.86,0,3.10957
R2,148.06,3,0.38,12,0.40024294926814086,1.43,0,3.24766
R1,159.56,4,1.89,16,0.8160624563306171,12.07,0,12.40997
R1,133.32,3,0.87,12,0.260642168722654,4.95,0,4.1175
R1,208.18,5,3.99,20,0.607297670657071,20.19,0,7.44721
R1,246.16,4,0.0,16,0.42273309161797035,15.92,0,18.17091
R1,255.01,3,1.77,12,0.3707842845555118,6.23,0,7.44402
R1,77.18,3,1.36,12,0.7837332277490914,15.41,0,6.35211
R1,166.09,3,6.02,12,0.6349339023044503,18.3,0,6.2994
R1,89.12,2,0.0,8,0.7715445316779121,4.54,0,2.74069
R1,196.28,3,0.46,12,0.5417541703234916,16.67,0,14.35961
R1,213.9,2,3.0,8,0.844172012408422,5.36,0,6.93923
R2,282.16,1,3.69,4,0.8982424766479878,3.58,0,8.51781
R2,144.42,3,1.11,12,0.8567377254539443,17.41,0,3.42443
R2,167.18,2,5.59,8,0.5196448378667957,19.27,0,6.3361
R2,342.35,3,8.91,12,0.8028339326094204,3.11,0,17.23304
R2,70.34,3,1.09,12,0.8648553901283301,17.11,0,2.03026
R2,177.93,3,1.82,12,0.8343869546040464,20.64,0,4.59601
R2,90.57,3,1.3,12,0.9389039537840835,7.14,0,2.50765
R1,69.27,2,0.0,8,0.8696772852038285,3.66,0,2.19552
R1,327.58,2,4.74,8,0.6744632638402531,11.32,0,25.28065
R2,295.02,3,7.16,12,0.7430426397157088,9.98,0,21.33168
R2,347.21,3,0.98,12,0.5692490673846036,11.72,0,16.96623
R1,119.34,3,3.68,12,0.9426569282863315,21.71,0,4.39761
R1,76.92,3,4.34,12,0.8143242039117391,14.12,0,6.81452
R1,119.61,4,2.04,16,0.8015506668687753,23.83,0,4.26878
R1,251.58,2,0.51,8,0.9788754922174784,17.49,0,6.96771
R1,290.79,3,7.46,12,0.5235500219222264,4.75,0,11.04352
R2,220.32,5,6.99,20,0.6580907597460182,11.52,0,15.97429
R1,167.56,2,0.0,8,0.2851921526501766,1.2,0,4.70363
R1,335.55,2,7.13,8,0.8645231900963783,0.27,0,11.91535
R1,68.27,3,1.47,12,0.7645291761254183,5.34,0,2.65991
R1,284.88,2,5.96,8,0.9331023570351017,5.93,0,9.47169
R1,239.03,3,2.07,12,0.7252566045905461,23.61,0,7.48387
R1,230.14,3,6.29,12,0.6368090442547054,5.12,0,8.49676
R1,103.75,3,1.01,12,0.7960914431764359,23.15,0,3.47462
R2,291.54,4,4.84,16,0.9354021613437592,9.35,0,18.75901
R2,400.02,2,2.85,8,0.8234429828212124,7.45,0,10.97808
R1,174.05,5,1.43,20,0.3644313325293085,1.7,0,5.73784
R2,153.56,1,2.91,4,0.7528490234266595,20.18,0,4.24322
R2,341.12,4,2.15,16,0.5726856625885006,19.74,0,8.89275
R2,187.87,4,1.15,16,0.7490853503349412,21.8,0,4.61832
R1,136.33,3,0.0,12,0.5528717052876841,2.21,0,4.00322
R1,72.54,4,2.02,16,0.5656560692632895,8.69,0,2.82696
R2,151.95,2,0.0,8,0.7982084729180072,9.02,0,7.18034
R1,349.23,3,4.19,12,0.8027636694614285,21.28,0,11.22001
R1,153.46,3,5.97,12,0.8042406602856857,1.45,0,5.87311
R2,279.37,3,5.33,12,0.5793138773949899,7.0,0,10.30882
R2,166.86,3,1.24,12,0.24051432233048842,18.68,0,4.03469
R2,93.92,3,3.01,12,0.9475490706627517,4.55,0,3.06352
R1,192.0,3,0.0,12,0.4890851250269047,5.84,0,5.38854
R2,155.57,4,0.0,16,0.7805428496764206,20.61,0,3.32606
R1,161.16,3,2.89,12,0.36736281651799996,14.29,0,12.65129
R1,134.76,4,4.6,16,0.9269193616448506,10.97,0,11.15556
R2,173.13,4,3.12,16,0.2659095694034559,4.88,0,5.5519
R1,69.07,1,2.46,4,0.7263740464350064,0.3,0,2.19723
R1,207.85,3,2.17,12,0.3828534077207616,21.74,0,6.40223
R1,148.76,2,3.42,8,0.6522876776354389,19.19,0,4.91805
R2,122.24,4,0.0,16,0.919706537854712,18.35,0,2.66112
R2,185.58,2,0.0,8,0.7346582827920902,9.31,0,8.59198
R1,217.62,4,8.55,16,0.5643889945017803,14.15,0,18.29299
R2,83.56,2,5.87,8,0.9345716015874928,17.69,0,3.51632
R1,197.95,5,2.73,20,0.5316844453631592,10.86,0,15.66896
R2,154.15,4,2.43,16,0.8464733338874892,17.84,0,4.57868
R1,162.46,3,4.62,12,0.3486804282440962,15.53,0,13.33627
R2,299.54,3,0.0,12,0.9884219915142552,21.21,0,5.31685
R1,117.31,4,1.97,16,0.687623171240695,12.07,0,9.59065
R2,264.71,5,2.15,20,0.9841693088367226,9.74,0,14.81634
R2,187.03,3,4.09,12,0.631774611483422,13.53,0,11.62929
R2,58.98,3,2.1,12,0.7248423187791663,3.74,0,2.02601
R1,214.22,4,1.71,16,0.7661535635091967,20.35,0,6.70042
R1,345.23,3,1.51,12,0.293036497803713,10.5,0,25.19282
R2,133.41,3,0.5,12,0.8661516704945358,10.64,0,6.68925
R1,239.6,4,2.18,16,0.5193296244967862,6.35,0,7.62689
R2,122.58,1,3.1,4,0.20076751521129776,0.02,0,3.4727
R2,287.7,3,1.57,12,0.45068373619779645,20.88,0,6.89066
R2,222.8,4,0.0,16,0.8296142800619172,7.15,0,4.27574
R1,296.61,3,6.67,12,0.5514915522062145,13.6,0,23.67315
R1,255.97,3,5.52,12,0.5371357185611029,17.57,0,8.8119
R1,109.77,3,1.63,12,0.5182751746701049,19.01,0,3.70145
R1,180.32,3,0.35,12,0.7039412411754762,19.2,0,5.40484
R2,191.53,4,3.44,16,0.6592755038698386,22.01,0,6.43042
R1,74.57,2,0.72,8,0.5845244206380347,5.48,0,2.34319
R2,317.69,2,5.27,8,0.7607133949528077,15.58,0,20.40098
R1,191.26,4,1.78,16,0.7053649304364313,11.28,0,14.56562
R2,157.17,3,2.46,12,0.3993170039286129,10.52,0,8.77829
R1,82.99,4,7.36,16,0.273989894999065,4.98,0,3.82995
R1,382.83,3,1.93,12,0.7939951040682924,7.58,0,10.92634
R2,218.11,2,0.53,8,0.8933346847517074,10.12,0,10.53546
R1,215.44,3,5.15,12,0.776764635741809,21.2,0,7.56389
R2,122.36,3,3.27,12,0.947855218182506,9.39,0,7.31671
R1,230.34,4,7.29,16,0.3801009827229699,5.97,0,9.04315
R2,232.31,4,2.15,16,0.38255897045504494,9.35,0,12.88355
R1,115.49,4,1.85,16,0.5539465490525335,8.11,0,4.10129
R1,113.66,2,3.49,8,0.8074618502889521,5.98,0,3.94015
R2,52.22,4,0.55,16,0.7231064988455496,5.51,0,1.92717
R1,140.12,4,2.64,16,0.9495025047376269,11.46,0,11.29898
R1,176.8,3,2.18,12,0.4150647723546058,9.96,0,13.83102
R1,244.73,4,0.6,16,0.7726276929799901,8.04,0,7.1075
R2,127.51,4,0.0,16,0.6330116278668891,23.74,0,2.83278
R2,362.87,3,3.54,12,0.5361862277522511,9.09,0,21.29783
R2,120.59,3,3.22,12,0.547837198057235,19.81,0,3.84532
R2,151.31,3,0.77,12,0.21873209748000366,0.89,0,3.45389
R2,175.79,2,0.52,8,0.7425850584442426,15.66,0,8.3617
R2,92.55,5,5.21,20,0.5475715488592054,4.84,0,4.13471
R2,205.06,2,0.62,8,0.954243933484014,13.59,0,10.05415
R1,120.5,3,2.7,12,0.9417000140735529,22.37,0,4.13812
R1,139.12,4,3.08,16,0.8096571328613247,7.35,0,5.10839
R1,270.19,2,7.92,8,0.47750226903600423,18.03,0,10.24704
R2,361.75,3,1.77,12,0.7366242482878578,14.87,0,19.00613
R1,215.96,2,5.96,8,0.802454197171717,5.74,0,7.62173
R2,70.62,4,5.47,16,0.5070476966082017,1.96,0,3.29433
R1,417.32,4,1.19,16,0.9195449039062568,20.25,0,11.97387
R2,173.23,2,4.91,8,0.32065543995885637,3.67,0,6.22276
R1,338.45,4,5.79,16,0.5255968041374925,16.55,0,26.66592
R1,69.73,3,3.87,12,0.5755223503322937,0.48,0,2.80497
R1,211.53,2,1.33,8,0.7858433312897413,5.56,0,6.05935
R1,92.01,3,4.67,12,0.2708680643915675,19.97,0,3.64236
R1,161.46,2,0.0,8,0.893701207184299,15.71,0,11.80562
R1,259.17,3,3.67,12,0.5322205213845268,10.56,0,20.08279
R2,257.8,4,1.82,16,0.05787790140389126,19.06,0,9.10551
R2,229.68,5,2.85,20,0.26643502121680096,2.75,0,6.93925
R2,191.16,3,5.0,12,0.5442338302910195,8.29,0,7.0818
R2,52.38,3,0.91,12,0.510395162162605,8.17,0,1.58963
R2,272.21,3,6.91,12,0.6655204405618469,22.54,0,11.53146
R1,165.21,1,3.97,4,0.42579928790683963,4.66,0,5.41386
R1,100.79,2,3.04,8,0.6045958921863486,6.79,0,3.42617
R1,228.66,3,7.1,12,0.5458409255495664,4.61,0,8.59003
